"Domain","Registrar","Creation Date","Expiration Date","Name Servers"
"google.com","MarkMonitor, Inc.","1997-09-15 04:00:00","2028-09-14 04:00:00","NS1.GOOGLE.COM, NS2.GOOGLE.COM, NS3.GOOGLE.COM, NS4.GOOGLE.COM"
